,stop_name,Number of trips
8823,Put Za Beli Potok,176
3548,Zemun /Bačka/,176
3576,Mihajla Vukše,176
1930,Beranska,176
3584,Zemun /Bačka/,175
5493,Institut Za Kukuruz,175
5508,Franje Krča,175
5514,Zemun Polje,175
6505,Svete Milutinovića,175
6477,Zemun Polje,175
2872,Mz Novi Železnik,175
1961,Mz Kumodraž,175
2584,Narod. Heroja Velizara Stankovića,175
2578,Slavoljuba Vuksanovića,175
2604,Bulevar Peka Dapčevića,175
6092,Nikole Marakovića,174
2601,Bulevar Peka Dapčevića,174
2147,Trg Oslobođenja,174
6914,Miljakovačka Šuma,174
4824,Ivo Lola Ribar,174
2590,Miljakovac 2,174
2156,Šekspirova,174
2153,Stadion Rajko Mitić,174
2595,Bistrička,173
1341,Bulevar Kralja Aleksandra,173
2860,Železnik (Zlatanovići),172
3564,Galenika ,172
2878,Novi Železnik,172
9132,Trg Slavija /Tiršova/,172
3570,Galenika (Kapija),172
3573,Mihajla Vukše,172
2866,Braće Mitrović ,172
1399,Petlja Radnička,171
5533,Novi Beograd /Blok 72/,171
5794,Narodnih Heroja,171
1273,Ix Beogradska Gimnazija,171
2904,Zeleni Venac,171
5788,Narodnih Heroja,171
2593,Miljakovac 2,170
2581,Slavoljuba Vuksanovića,169
2700,Božidara Stojanovića,169
6917,Miljakovačka Šuma,169
2587,Narod. Heroja Velizara Stankovića,169
3612,Milana Ajvaza,169
3617,Valjevskog Odreda,169
6095,Nikole Marakovića,169
1270,Ix Beogradska Gimnazija,169
2869,Mz Novi Železnik,169
1180,Vojislava Ilića,169
9040,Bolnica,168
3389,Batajnica (Ulaz),168
6273,Brđanska,168
1533,Neimar,168
3380,Naselje Ekonomija,168
3386,Batajnica (Ulaz),168
3377,Naselje Ekonomija,168
3395,Maksima Brankovića,168
3401,Braće Smiljanić,168
3407,Majke Jugovića,168
7662,Belarička,168
2552,Avalska,168
3383,Belarička,168
4808,Palih Boraca,168
9043,Bolnica,168
3413,Batajnica (Centar),168
2346,Železnička Stanica Zemun,167
2337,Krajiška,167
1256,Trg Oslobođenja,167
8824,Put Za Beli Potok,167
2857,Železnik (Zlatanovići),167
2340,Atanasija Pulje,167
1177,Vojislava Ilića,167
8827,Put Za Beli Potok,167
2863,Braće Mitrović ,167
2875,Novi Železnik,167
1250,Prešernova,167
4628,Radisava Ignjatovića,166
4651,Voždovac,166
4640,Isidora Blagojevića,166
4639,Isidora Blagojevića,166
4634,Kaluđerica /Centar/,166
4633,Kaluđerica /Centar/,166
3696,Drinske Divizije,166
2334,Krajiška,166
3702,Save Mrkalja,166
5037,Oš Petar Kočić,166
5040,Atanasija Pulje,166
3486,Zrenjaninski Put,166
4627,Radisava Ignjatovića,166
2343,Železnička Stanica Zemun,166
4924,Sremčica,165
5929,Glumčevo Brdo,165
1027,Beogradska Arena,165
895,Antifašističke Borbe,165
3813,Mihaila Bulgakova,164
4097,Lešće /Groblje/,164
8019,Trg Oslobođenja,164
4925,Sremčica,164
1792,Omladinski Stadion,164
5596,Matice Srpske,164
585,Dr Velizara Kosanovića,164
576,Rimska,164
1253,Prešernova,164
5028,Posavska,163
1201,Beogradska Arena,163
5495,Braće Krnješevac,163
1054,Dušanovac /Pošta/,163
3436,Stojana Aralice,163
3110,Veljka Dugoševića,163
896,Antifašističke Borbe,163
3116,Toplička,163
1028,Beogradska Arena,163
3119,Braće Ribnikar,163
6661,Put Za Novi Sad,163
1202,Beogradska Arena,163
5489,Institut Za Kukuruz,163
5716,Batajnica (Centar),163
5501,Vrtić Bubamara,163
3442,Nikole Dobrovića,163
2765,Ivo Lola Ribar,163
1670,Peke Pavlovića,162
4637,Isidora Blagojevića,162
3113,Veljka Dugoševića,162
4636,Isidora Blagojevića,162
4630,Kaluđerica /Centar/,162
1374,Cvijićeva,162
3122,Braće Ribnikar,162
4631,Kaluđerica /Centar/,162
1664,Miška Jovanovića,162
1055,Dušanovac /Pošta/,161
2140,Kumodraž 1,161
1365,Dr Velizara Kosanovića,161
5722,Filipa Višnjića,161
3141,Uprava Carine,161
4578,Vizantijska ,161
3147,Autoput,161
3153,Blok 37,161
3135,Bulevar Zorana Đinđića,161
4714,Pošta,161
4720,Avala,161
1661,Miška Jovanovića,160
4950,Novo Naselje /Rušanj/,160
9315,Peđe Milosavljevića 1,160
2052,Železnička Stanica Dunav,160
2585,Narod. Heroja Velizara Stankovića,160
3487,Zrenjaninski Put,160
2579,Slavoljuba Vuksanovića,160
3709,Omladinski Stadion,160
1667,Peke Pavlovića,160
2873,Mz Novi Železnik,160
3710,Omladinski Stadion,160
3703,Save Mrkalja,160
3519,Pijaca Blok 44,160
788,Zeleni Venac,160
1178,Vojislava Ilića,160
3697,Drinske Divizije,160
5510,Franje Krča,159
5498,Braće Krnješevac,159
6478,Cerak Vinogradi,159
5504,Vrtić Bubamara,159
2591,Miljakovac 2,159
6236,Boleč /Pumpa/,159
6915,Miljakovačka Šuma,159
7504,Resnik (Edvarda Griga),159
4723,Avala,159
6093,Nikole Marakovića,159
4717,Pošta,159
8489,Zdravstvena Stanica Resnik,159
5329,Dobanovci /Ulaz/,159
5323,Fruškogorska,159
5305,Dobanovci /Centar/,159
5485,Zeleni Venac,159
5311,Žarka Jelića,159
5317,Slovački Dom,159
150,"Vmc ""Karaburma""",158
3374,Ciglana,158
3371,Ciglana,158
1271,Ix Beogradska Gimnazija,158
1181,Vojislava Ilića,158
2594,Miljakovac 2,158
3418,Batajnica /Železnička Rampa/,158
393,Servisi,158
3825,Mihaila Bulgakova,158
5725,Filipa Višnjića,158
5599,Matice Srpske,158
2394,Dušana Radovića,157
2861,Železnik (Zlatanovići),157
2388,Zvezdara,157
2867,Braće Mitrović ,157
1681,Centralno Groblje,157
2879,Novi Železnik,157
6202,Cerak Vinogradi,157
6143,Boleč /Pumpa/,157
7051,Servisi,157
2582,Slavoljuba Vuksanovića,157
1693,Dragice Končar 1,157
6096,Nikole Marakovića,157
1675,Ignjata Joba,157
1687,Jovana Bijelića,157
372,"Vmc ""Karaburma""",157
1699,Dragice Končar,157
6918,Miljakovačka Šuma,157
3132,Fontana,157
2588,Narod. Heroja Velizara Stankovića,157
3138,Uprava Carine,157
4652,Voždovac,157
3144,Autoput,157
1826,Dušanovac /Pošta/,156
1817,Južni Bulevar,156
1820,Stratimirovićeva,156
1823,Go Voždovac,156
2701,Božidara Stojanovića,156
2233,Konjarnik,156
1274,Ix Beogradska Gimnazija,156
9215,Džona Kenedija 1,156
8492,Resnik (Edvarda Griga),156
8480,Edvarada Griga (Ulaz),156
8486,Zdravstvena Stanica Resnik,156
2702,Božidara Stojanovića,156
3516,Pijaca Blok 44,155
477,Park Tašmajdan,154
476,Banovo Brdo,154
442,Hipodrom,154
443,Hipodrom,154
1597,Pive Karamatijevića,154
1591,Husova,154
475,Banovo Brdo,154
1541,Karaburma 2,154
2609,Trošarina,154
2596,Bistrička,154
6170,Despota Đurđa,153
1940,Kumodraž 2,153
5332,Dobanovci /Ulaz/,153
439,Hipodrom,153
440,Hipodrom,153
5314,Žarka Jelića,153
2012,Voždovac,153
6687,Batajnica /Železnička Stanica/,153
238,Banovo Brdo Ok,153
9237,Studentski Trg,153
1928,Milića Marinovića,153
5320,Slovački Dom,153
1588,Husova,153
239,Banovo Brdo Ok,153
4144,Ustanička,153
1594,Pive Karamatijevića,153
1934,Beranska,153
5326,Fruškogorska,153
2870,Mz Novi Železnik,152
15,Pristanište,152
3488,Zrenjaninski Put,152
3704,Save Mrkalja,152
9,Kalemegdan,152
8787,Petlja Radnička,152
4721,Avala,152
4586,Vml,152
3698,Drinske Divizije,152
4715,Pošta,152
1931,Beranska,152
21,Brankov Most,152
1925,Milića Marinovića,152
30,Ekonomski Fakultet,151
1696,Dragice Končar,151
18,Pristanište,151
6305,Pretok,151
6464,Mali Zbeg,151
6470,Groblje Zbeg,151
2349,Beogradska Arena,151
2352,Beogradska Arena,151
12,Kalemegdan,151
1690,Dragice Končar 1,151
1672,Ignjata Joba,151
24,Brankov Most,151
1684,Jovana Bijelića,151
481,Omladinskih Brigada 1,151
3187,Španskih Boraca,151
1678,Centralno Groblje,151
6664,Put Za Novi Sad,151
4087,Lešće,150
4864,Sremčica /Ulaz/,150
2864,Braće Mitrović ,150
6694,Milana Rakića,150
2876,Novi Železnik,150
5104,17. Oktobra,150
4724,Avala,150
4718,Pošta,150
5080,Stevana Lukovića,150
7295,Novo Naselje,150
3666,Pilota Mihajla Petrovića,150
2858,Železnik (Zlatanovići),150
7124,Iv Beogradska Gimnazija,150
7130,Teodora Drajzera 2,150
4849,Žikice Jovanovića,150
3911,Ovča /Železnička Stanica/,150
3910,Ovča /Železnička Stanica/,150
9313,Mileševska,150
7538,Topčiderski Park,150
4069,Trudbenička,150
7055,Teodora Drajzera,150
4075,Višnjika Banja,150
4081,Toplana,150
5086,Stojana Jankovića,150
5110,Sretena Mladenovića,150
3473,Bežanijska Kosa,150
2391,Dušana Radovića,150
4858,Gorica,150
5098,Oš 14. Oktobar,150
9035,Beograd Na Vodi,150
4855,Sare Bernar,150
5092,Slavka Rodića,150
5113,Sretena Mladenovića,149
5502,Vrtić Bubamara,149
3019,Novo Naselje,149
4856,Sare Bernar,149
554,Rimska,149
6431,Kumodraž,149
8342,Batajnica,149
5490,Institut Za Kukuruz,149
4865,Sremčica /Ulaz/,149
4859,Gorica,149
4850,Žikice Jovanovića,149
2363,Mihajla Gavrilovića,149
4066,Trudbenička,149
2384,Škola Vojislav Ilić,149
4072,Višnjička Banja,149
5101,Oš 14. Oktobar,149
3669,Pilota Mihajla Petrovića,149
5095,Slavka Rodića,149
5548,Drage Mihajlovića,149
2378,Đerdapska,149
5107,17. Oktobra,149
5496,Braće Krnješevac,149
5089,Stojana Jankovića,149
2369,Maksima Gorkog,149
4078,Toplana,149
5083,Stevana Lukovića,149
4084,Lešće,149
4060,Rospi Ćuprija,149
5554,Dalmatinskih Brigada,149
7076,Teodora Drajzera,148
7133,Iv Beogradska Gimnazija,148
7127,Teodora Drajzera 2,148
7781,Bolnica Dragiša Mišović,148
6467,Groblje Zbeg,148
6461,Mali Zbeg,148
3712,Bratstva I Jedinstva,148
6302,Pretok,148
1896,Višnjička Banja,147
1884,Rospi Ćuprija,147
482,Omladinskih Brigada 1,147
9200,"Vrtić ""Oaza""",147
1890,Marina,147
3188,Španskih Boraca,147
847,Prilaz,147
846,Prilaz,147
7216,Fk Banja,147
1902,Despotovačka,147
1908,Lovačka,147
1914,Višnjica,147
1035,Konjarnik,147
7125,Iv Beogradska Gimnazija,146
4962,Oslobođenja,146
7539,Topčiderski Park,146
2375,Đerdapska,146
7056,Teodora Drajzera,146
3443,Nikole Dobrovića,146
4024,Gorica,146
2360,Mihajla Gavrilovića,146
3437,Stojana Aralice,146
5074,Studentski Grad,146
2381,Škola Vojislav Ilić,146
2387,Zvezdara,146
7131,Teodora Drajzera 2,146
9033,Beograd Na Vodi,146
4852,Sare Bernar,146
3723,Put Za Kovilovo,146
4956,Ilije Miličevića,146
5117,Tošin Bunar,145
4853,Sare Bernar,145
5120,Tošin Bunar,145
3520,Pijaca Blok 44,145
1976,Kovačka,145
1993,Vojvode Dobrnjca,145
4025,Gorica,145
1999,Gundulićev Venac,145
6237,Boleč /Pumpa/,145
1970,Zemljoradnička,145
7128,Teodora Drajzera 2,144
4959,Oslobođenja,144
39,Mostar,144
7782,Bolnica Dragiša Mišović,144
4494,Leštane,144
33,Palata Pravde,144
4953,Ilije Miličevića,144
3574,Mihajla Vukše,144
6440,Železnička Stanica Zemun Polje,144
3571,Galenika (Kapija),144
45,Sajam,144
7077,Teodora Drajzera,144
9034,Beograd Na Vodi,144
3552,Zeleni Venac,144
7134,Iv Beogradska Gimnazija,144
51,Ruska,144
3565,Galenika ,144
57,Gospodarska Mehana,144
1979,Kumodraž 1,143
1967,Zemljoradnička,143
5499,Braće Krnješevac,143
1973,Kovačka,143
9316,Peđe Milosavljevića 1,143
5719,Višnjica,143
3713,Bratstva I Jedinstva,143
7219,Fk Banja,143
6511,Zlatanovići,143
8788,Petlja Radnička,143
3517,Pijaca Blok 44,143
6303,Pretok,143
6306,Pretok,143
5505,Vrtić Bubamara,143
6462,Mali Zbeg,143
6465,Mali Zbeg,143
6468,Groblje Zbeg,143
6471,Groblje Zbeg,143
6508,Zlatanovići,143
6144,Boleč /Pumpa/,143
9255,Trg Slavija,143
5118,Tošin Bunar,143
1893,Marina,143
1899,Višnjička Banja,143
9256,Trg Slavija,143
1905,Despotovačka,143
1911,Lovačka,143
5511,Franje Krča,143
9203,"Vrtić ""Oaza""",142
1996,Gundulićev Venac,142
1990,Vojvode Dobrnjca,142
9008,Zvezdarskih Jelki,141
6973,Novo Bežanijsko Groblje,141
4018,Železnička Stanica Rakovica,141
4552,Prvomajska,141
60,Gospodarska Mehana,141
8403,Mz Resnik,141
4019,Železnička Stanica Rakovica,141
48,Sajam,141
54,Ruska,141
3093,Dragiše Lapčevića,141
3087,Institut Mihajlo Pupin,141
3081,Zvezdara 2,141
4553,Prvomajska,141
6424,Volgina,141
36,Palata Pravde,141
5013,Milana Zečara,141
5022,Put Za Kotež,141
7927,Naselje Stepa Stepanović,141
5019,Augusta Šenoe,141
5016,Augusta Šenoe,141
5025,Put Za Kotež,141
5121,Tošin Bunar,141
5007,Olge Jovičić,141
42,Mostar,141
3577,Mihajla Vukše,140
3568,Galenika ,140
5038,Oš Petar Kočić,140
2347,Železnička Stanica Zemun,140
2341,Atanasija Pulje,140
2338,Krajiška,140
2335,Krajiška,140
6517,Radnih Akcija,140
5041,Atanasija Pulje,140
2344,Železnička Stanica Zemun,140
6514,Radnih Akcija,139
1346,Milutina Milankovića,139
4145,Ustanička,139
5787,Put Za Src,139
5786,Put Za Src,139
4022,Železnička Stanica Rakovica,139
4021,Železnička Stanica Rakovica,139
5026,Put Za Kotež,138
5023,Put Za Kotež,138
3035,Staro Sajmište,138
5020,Augusta Šenoe,138
5017,Augusta Šenoe,138
5008,Olge Jovičić,138
4569,Lipovačka,138
5014,Milana Zečara,138
5260,Jakovo,138
8404,Mz Resnik,137
8829,Put Za Src,137
8792,Đorđa Stanojevića,137
1314,Branka Ćopića,137
8798,Petlja Radnička,137
1320,16. Oktobra,137
6943,Jovana Mikića,137
8830,Put Za Src,137
1326,Vitezova Karađorđeve Zvezde,137
6679,Milana Rakića,137
6937,Milovana Čelebića,137
3078,Zvezdara 2,136
4610,Kopaonička,136
4609,Kopaonička,136
2389,Zvezdara,136
4622,Željka Milivojevića,136
6682,Milana Rakića,136
1323,16. Oktobra,136
3090,Dragiše Lapčevića,136
1317,Branka Ćopića,136
4616,Stepe Stepanovića,136
2395,Dušana Radovića,136
4621,Željka Milivojevića,136
1329,Vitezova Karađorđeve Zvezde,136
3084,Institut Mihajlo Pupin,136
9005,Zvezdarskih Jelki,136
4603,Dom Zdravlja,136
6940,Jovana Mikića,136
6421,Volgina,136
4604,Dom Zdravlja,136
4615,Stepe Stepanovića,136
9133,Trg Slavija /Tiršova/,136
2597,Bistrička,136
6976,Novo Bežanijsko Groblje,136
7154,Mirijevo,135
6896,Mirijevo,135
7487,Pogon Karaburma,135
7460,Ladne Vode,135
7481,Marijane Gregoran,135
7478,Marijane Gregoran,135
7475,Pere Ćetkovića,135
7463,Ladne Vode,135
7484,Pogon Karaburma,135
7472,Pere Ćetkovića,135
7469,Šejkina,135
8931,Vii Beogradska Gimnazija,135
8928,Vii Beogradska Gimnazija,135
7664,Mirijevsko Brdo,135
7079,Mirijevsko Brdo,135
7454,Vitezova Karađorđeve Zvezde,135
8795,Đorđa Stanojevića,135
4575,Mz Vml,135
4581,Vizantijska ,135
7466,Šejkina,135
7457,Vitezova Karađorđeve Zvezde,135
8801,Petlja Radnička,135
1694,Dragice Končar 1,134
2737,Dorćol /Src Milan Gale Muškatirović/,134
2738,Dorćol /Src Milan Gale Muškatirović/,134
6171,Despota Đurđa,134
5795,Narodnih Heroja,134
1700,Dragice Končar,134
2605,Bulevar Peka Dapčevića,134
1688,Jovana Bijelića,134
4591,Zvezdara /Pijaca/,134
4592,Zvezdara /Pijaca/,134
1682,Centralno Groblje,134
1676,Ignjata Joba,134
2231,Topčidersko Brdo /Senjak/,134
2230,Topčidersko Brdo /Senjak/,134
3219,Blok 70a,133
3404,Majke Jugovića,133
3398,Braće Smiljanić,133
5353,Ugrinovci /Centar/,133
5347,Beogradska,133
3225,Jurija Gagarina,133
3392,Maksima Brankovića,133
5341,Ugrinovci /Ulaz/,133
7339,Ugrinovački Put,133
7333,Ljiljane Krstić,133
7342,Ratarski Put,133
5789,Narodnih Heroja,133
593,Učiteljsko Naselje,133
8167,Borča 3,133
592,Učiteljsko Naselje,133
7336,Juga Grizelja,133
4618,Željka Milivojevića,132
4613,Stepe Stepanovića,132
5344,Ugrinovci /Ulaz/,132
5029,Posavska,132
5350,Beogradska,132
4600,Dom Zdravlja,132
5356,Ugrinovci /Centar/,132
1673,Ignjata Joba,132
4612,Stepe Stepanovića,132
1685,Jovana Bijelića,132
4607,Kopaonička,132
4619,Željka Milivojevića,132
4606,Kopaonička,132
1691,Dragice Končar 1,132
4624,Radisava Ignjatovića,132
1697,Dragice Končar,132
1712,Milutina Milankovića,132
4625,Radisava Ignjatovića,132
6695,Milana Rakića,132
9036,Beograd Na Vodi,132
5717,Batajnica (Centar),132
4601,Dom Zdravlja,132
1679,Centralno Groblje,132
3222,Jurija Gagarina,132
2392,Dušana Radovića,132
2602,Bulevar Peka Dapčevića,132
3216,Blok 70a,132
5627,Put Za Železnik,131
6457,Sremčica /Naselje Gorica/,131
6733,Ugrinovački Put,131
6739,Juga Grizelja,131
4822,Kongrap,131
1036,Konjarnik,131
6730,Ratarski Put,131
4572,Mz Vml,131
5576,Železnik /Savska/,131
4589,Zvezdara /Pijaca/,130
5628,Put Za Železnik,130
4823,Kongrap,130
5577,Železnik /Savska/,130
5773,Železnik R,130
4588,Zvezdara /Pijaca/,130
3419,Batajnica /Železnička Rampa/,130
5726,Filipa Višnjića,130
2141,Kumodraž 1,130
5723,Filipa Višnjića,129
2613,Železnik R,129
1037,Konjarnik,129
5410,Bežanijska Kosa,129
5534,Novi Beograd /Blok 72/,129
525,Vojvode Dragomira,128
2234,Konjarnik,128
7987,Put Za Novi Sad,128
8793,Đorđa Stanojevića,128
8794,Đorđa Stanojevića,128
7232,Altina 1,128
7233,Altina 1,128
23,Brankov Most,128
526,Vojvode Dragomira,128
17,Pristanište,128
10,Kalemegdan,128
11,Kalemegdan,128
2166,Baje Pivljanina,128
6662,Put Za Novi Sad,128
8799,Petlja Radnička,128
7984,Zemun Park,128
8263,Pupin Telekom,128
22,Brankov Most,128
8800,Petlja Radnička,128
16,Pristanište,128
8802,Petlja Radnička,127
2169,Baje Pivljanina,127
8796,Đorđa Stanojevića,127
8797,Đorđa Stanojevića,127
26,Brankov Most,127
2523,Servis Dmb,127
2529,Manastir Rakovica,127
2525,Servis Dmb,127
5771,Železnik /Savska/,127
8803,Petlja Radnička,127
2530,Manastir Rakovica,127
2531,Manastir Rakovica,127
25,Brankov Most,127
2536,Josipa Telarevića (Izlaz),127
2537,Josipa Telarevića (Izlaz),127
3916,Put Za Železnik,127
20,Pristanište,127
2535,Josipa Telarevića (Izlaz),127
2524,Servis Dmb,127
19,Pristanište,127
13,Kalemegdan,127
4819,Kongrap,127
8275,Novi Beograd (Blok 20),127
31,Ekonomski Fakultet,127
32,Ekonomski Fakultet,127
2114,Ulica Oslobođenja ,127
14,Kalemegdan,127
2113,Ulica Oslobođenja ,127
2112,Ulica Oslobođenja ,127
8278,Novi Beograd (Blok 20),126
3003,Železnička Stanica Bgd Centar,126
8447,Gučevska,126
848,Prilaz,126
3917,Put Za Železnik,126
8444,Železnička Stanica Beograd Centar,126
4820,Kongrap,126
5772,Železnik /Savska/,126
6757,Gučevska,126
1342,Bulevar Kralja Aleksandra,126
5583,Bela Reka,126
5582,Bela Reka,126
8288,Ortopedski Zavod,126
5581,Bela Reka,126
2111,Ulica Oslobođenja ,125
3148,Autoput,125
7393,Bare,125
1595,Pive Karamatijevića,125
2528,Manastir Rakovica,125
3142,Uprava Carine,125
1589,Husova,125
4257,Bećarevo Brdo,125
4251,Plantaža,125
2110,Ulica Oslobođenja ,125
4245,Vikendice,125
2109,Ulica Oslobođenja ,125
3154,Blok 37,125
9238,Studentski Trg,125
2527,Manastir Rakovica,125
2520,Servis Dmb,125
2521,Servis Dmb,125
2522,Servis Dmb,125
3136,Bulevar Zorana Đinđića,125
2534,Josipa Telarevića (Izlaz),125
2533,Josipa Telarevića (Izlaz),125
2526,Manastir Rakovica,125
2532,Josipa Telarevića (Izlaz),125
4239,Hladnjača Pkb,125
6432,Kumodraž,124
5486,Zeleni Venac,124
8487,Zdravstvena Stanica Resnik,124
7981,Zemun Park,124
8481,Edvarada Griga (Ulaz),124
5221,Silosi,124
8493,Resnik (Edvarda Griga),124
5233,Sremska,124
5245,Mz Jakovo,124
8260,Pupin Telekom,124
1598,Pive Karamatijevića,124
1592,Husova,124
5227,Servisi,124
8294,Jakovo (Ulaz),124
5239,Sestara Krstonošić,124
8318,Mihaila Petrovića,123
8345,Mihaila Petrovića,123
3876,Atovi,123
3864,Branislava Cige Jerinića,123
3882,Ovča /Ulaz/,123
3870,Mirgorodska,123
3885,Ovča /Centar/,123
3873,Atovi,123
9233,Milorada Jankovića Doce,123
3888,Ovča /Centar/,123
3024,Njegoševa,123
3867,Mirgorodska,123
4579,Vizantijska ,123
3145,Autoput,123
3879,Ovča /Ulaz/,123
1920,Agro-Koka,123
7505,Resnik (Edvarda Griga),123
3894,Žarka Zrenjanina,123
6553,Popova Bara,123
6556,Popova Bara,123
3861,Branislava Cige Jerinića,123
3858,Put Za Ovču,123
3906,Železnicka Rampa,123
3903,Železnicka Rampa,123
3855,Put Za Ovču,123
3900,Ovča /Beogradska/,123
3133,Fontana,123
3139,Uprava Carine,123
6283,Ovča /Izlaz/,123
5647,Njegoševa,123
8789,Petlja Radnička,123
6277,Vojvođanski Salaši,123
5797,Efeska,123
5800,Efeska,123
6274,Vojvođanski Salaši,123
8483,Edvarada Griga (Ulaz),123
6379,Agro-Koka,123
6403,Bolja,123
6280,Ovča /Izlaz/,123
9218,13.Oktobra,123
6406,Nicu Rada,123
8490,Zdravstvena Stanica Resnik,123
5230,Sremska,122
3760,Ratomira Stojadinovića,122
1376,Cvijićeva,122
4061,Rospi Ćuprija,122
4067,Trudbenička,122
4236,Hladnjača Pkb,122
4088,Lešće,122
4070,Trudbenička,122
4242,Vikendice,122
4073,Višnjička Banja,122
3754,Marije Ilić Agapove,122
3755,Marije Ilić Agapove,122
3761,Ratomira Stojadinovića,122
4248,Plantaža,122
3766,Padinska Skela,122
3767,Padinska Skela,122
7296,Novo Naselje,122
4076,Višnjika Banja,122
1375,Cvijićeva,122
5728,Surčin,122
4254,Bećarevo Brdo,122
5218,Silosi,122
4082,Toplana,122
5236,Sestara Krstonošić,122
4085,Lešće,122
5224,Servisi,122
4079,Toplana,122
6663,Put Za Novi Sad,122
6257,Naselje Tovilište,122
5555,Dalmatinskih Brigada,122
8343,Batajnica,122
8291,Jakovo (Ulaz),122
7390,Bare,122
3020,Novo Naselje,122
5549,Drage Mihajlovića,122
6258,Naselje Tovilište,122
1400,Petlja Radnička,121
4882,Sremčica (Centar),121
7310,Novogradska,121
4876,Obrenovačka,121
4912,Vašarska,121
4888,Jeličićev Venac,121
4894,Tomaška,121
4906,Mirkovićeva,121
394,Servisi,121
3764,Padinska Skela,121
3763,Padinska Skela,121
4900,Tesarska,121
151,"Vmc ""Karaburma""",121
4918,Sremčica /Izlaz/,121
3758,Ratomira Stojadinovića,121
3757,Ratomira Stojadinovića,121
6506,Svete Milutinovića,121
3752,Marije Ilić Agapove,121
3751,Marije Ilić Agapove,121
4870,Šumske Ekonomije,121
3745,Naselje Tovilište,121
3746,Naselje Tovilište,121
4883,Sremčica (Centar),120
1994,Vojvode Dobrnjca,120
4889,Jeličićev Venac,120
3814,Mihaila Bulgakova,120
8494,Resnik (Edvarda Griga),120
4895,Tomaška,120
7313,Novogradska,120
4901,Tesarska,120
9230,Milorada Jankovića Doce,120
4907,Mirkovićeva,120
4871,Šumske Ekonomije,120
8399,Mz Resnik,120
4913,Vašarska,120
4919,Sremčica /Izlaz/,120
5075,Studentski Grad,120
9221,13.Oktobra,120
2000,Gundulićev Venac,120
4877,Obrenovačka,120
9089,Kaluđerica (Višnjićeva),120
8482,Edvarada Griga (Ulaz),120
8488,Zdravstvena Stanica Resnik,120
5597,Matice Srpske,120
